DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2024-05-17,5.500,3.500,3.375,3.455,3.600,"1,349.40","109,620","109,625","728,897","56,786",109630.81,"59,615","59,615","384,040","8,599",59647.66,"109,040","109,025","100,739",4,109001.31,"111,510","111,715","494,897","18,630",111710.11,"55,225","55,210","52,891",7,55159.02,"37,515","37,150","6,519,825","4,716,522",37214.84,"4,110","4,145","631,698","27,251,579",4151.86
2024-05-16,5.500,3.500,3.377,3.465,3.600,"1,369.00","109,580","109,625","728,458","23,370",109602.63,"59,630","59,655","384,298","3,440",59626.96,"108,910","108,915","100,637",34,108978.18,"111,800","111,715","494,897","25,324",111605.42,"55,120","55,150","52,834",185,55200.49,"37,870","37,590","6,608,322","6,494,830",37616.72,"4,070","4,100","631,400","19,394,908",4100.43
2024-05-14,5.500,3.500,3.452,3.545,3.600,"1,370.10","109,555","109,575","724,510","7,151",109575.99,"59,475","59,495","383,267","11,690",59493.99,"109,235","109,215","100,915",4,109206.84,"110,785","110,910","491,331","4,225",110895.59,"55,690","55,610","53,274",7,55582.19,"37,260","37,235","6,480,752","6,314,959",37261.95,"4,135","4,145","636,672","16,875,199",4146.03
2024-05-13,5.500,3.500,3.452,3.555,3.590,"1,367.90","109,550","109,555","724,378","31,046",109554.48,"59,465","59,510","383,363","24,226",59483.58,"109,130","109,115","100,822",4,109181.13,"110,795","110,780","490,755","7,228",110791.65,"55,570","55,575","53,241",7,55623.33,"37,335","37,160","6,547,592","5,686,980",37251.57,"4,130","4,145","623,823","19,022,768",4147.84
2024-05-10,5.500,3.500,3.434,3.535,3.580,"1,367.90","109,515","109,545","724,312","8,721",109546.51,"59,475","59,475","383,138","1,817",59507.75,"109,155","109,150","100,855",4,109128.89,"110,900","110,895","491,265","3,922",110948.8,"55,575","55,575","53,241",102,55534.63,"37,360","37,230","6,405,422","5,938,367",37263.5,"4,120","4,140","599,472","21,160,254",4139.13
2024-05-09,5.500,3.500,3.450,3.557,3.580,"1,364.40","109,525","109,540","724,278","47,154",109514.6,"59,450","59,465","383,074","1,703",59460.36,"109,100","109,110","100,818",4,109168.59,"110,760","110,625","490,069","9,287",110707.25,"55,575","55,585","53,250",7,55660.87,"37,480","37,040","6,246,796","4,485,528",37033.97,"4,110","4,160","589,056","33,734,564",4154.48
2024-05-08,5.500,3.500,3.437,3.532,3.580,"1,357.80","109,500","109,500","724,014","8,365",109506.69,"59,485","59,485","383,202","2,383",59478.81,"109,130","109,130","100,836",4,109087.64,"110,910","110,930","489,201","8,886",110907.8,"55,495","55,530","53,198",11,55487.78,"37,310","37,460","6,381,311","5,577,808",37559.6,"4,125","4,110","576,633","29,139,514",4106.5
2024-05-07,5.500,3.500,3.443,3.537,3.580,"1,365.20","109,475","109,500","724,014","12,809",109496.61,"59,400","59,465","383,074","2,657",59463.35,"109,090","109,080","100,790",4,109120.15,"110,755","111,000","489,510","26,149",110838.32,"55,505","55,490","53,159",7,55552.62,"37,075","37,330","6,411,428","4,327,481",37426.55,"4,150","4,120","563,204","34,811,158",4123.81
2024-05-03,5.500,3.500,3.505,3.617,3.580,"1,378.50","109,470","109,475","723,849","6,463",109476.84,"59,350","59,355","382,484","23,228",59350.07,"109,215","109,290","100,984",4,109307.9,"109,765","110,165","485,828","7,778",110176.9,"55,935","55,895","53,547",7,55920.29,"36,900","36,485","6,200,626","6,246,363",36511.26,"4,175","4,220","569,278","19,523,512",4229.58
2024-05-02,5.500,3.500,3.510,3.642,3.570,"1,378.00","109,465","109,460","723,750","30,009",109436.59,"59,345","59,350","382,451","42,647",59316.49,"109,205","109,215","100,915",4,109289.78,"110,010","109,990","483,956","16,873",109937.19,"55,915","55,950","53,600",9,56000.37,"36,355","36,515","6,021,324","3,981,801",36584.8,"4,235","4,215","561,860","24,218,130",4218.86
2024-04-30,5.500,3.500,3.525,3.650,3.570,"1,378.70","109,405","109,425","721,111","37,590",109423.22,"59,280","59,265","381,904","4,134",59280.93,"109,365","109,370","101,058",4,109341.66,"109,385","109,870","452,664","23,396",109850,"56,150","56,090","53,734",142,56061.07,"36,540","36,650","6,043,585","5,097,163",36662.75,"4,210","4,195","566,745","22,067,262",4194.19
2024-04-29,5.500,3.500,3.537,3.690,3.570,"1,375.90","109,425","109,415","719,951","11,789",109401.81,"59,240","59,220","381,614","9,489",59238.13,"109,370","109,380","101,067",4,109388.29,"109,495","109,385","457,229","10,179",109504.1,"56,245","56,325","53,959",11,56230.85,"36,465","36,520","6,022,148","3,692,589",36600.11,"4,225","4,210","577,191","18,270,887",4214.43
2024-04-26,5.500,3.500,3.518,3.685,3.570,"1,376.60","109,370","109,390","719,786","13,943",109397.42,"59,135","59,220","381,140","28,303",59270.03,"109,565","109,430","71,130",4,109317.23,"108,835","109,360","473,529","12,869",109540.02,"56,535","56,330","53,964",12,56231.27,"36,570","36,605","5,822,025","4,275,438",36246.97,"4,250","4,255","596,126","22,335,908",4258.08
2024-04-25,5.500,3.500,3.540,3.711,3.570,"1,370.00","109,360","109,380","719,720","40,630",109366.95,"59,220","59,205","381,043","27,333",59204.36,"109,400","109,360","71,084","274,004",109419.17,"109,420","109,295","473,247","46,438",109304.67,"56,260","56,250","53,888",23,56320.05,"36,375","36,190","5,759,639","2,622,964",36233.35,"4,280","4,300","602,430","19,501,392",4297
2024-04-24,5.500,3.500,3.507,3.652,3.560,"1,377.90","109,355","109,360","719,589","10,290",109359.23,"59,320","59,260","382,583","1,490",59254.49,"109,215","109,315","40,993",4,109294.02,"110,040","109,780","476,445","20,485",109764.45,"55,935","56,025","53,672",29,56022.94,"36,650","36,825","5,868,064","6,215,061",36942.53,"4,240","4,220","610,634","27,940,765",4227.66
2024-04-23,5.500,3.500,3.487,3.635,3.560,"1,380.60","109,330","109,350","719,523","12,691",109348.68,"59,265","59,300","382,841","2,062",59280.82,"109,155","109,155","40,933","275,004",109213.34,"110,095","110,105","477,856","21,656",109903.81,"55,830","55,835","53,490",7,55908.2,"36,280","36,160","6,013,408","5,182,915",36181.45,"4,295","4,305","649,194","25,432,986",4300.35
2024-04-22,5.500,3.500,3.510,3.652,3.560,"1,385.00","109,335","109,340","719,457","43,891",109336.47,"59,270","59,240","384,231","3,607",59237,"109,235","109,285","40,982",4,109279.39,"110,125","109,770","476,402","13,379",109745.68,"55,890","56,015","33,497",11,56029.45,"36,025","36,200","5,924,130","8,495,605",36269.72,"4,310","4,305","682,343","39,948,529",4296.39
2024-04-19,5.500,3.500,3.477,3.590,3.550,"1,375.90","109,320","109,345","741,359","25,528",109332.35,"59,320","59,290","384,555","10,654",59288.55,"108,975","108,975","40,866",2,109153.02,"110,165","110,240","479,544","24,002",110239.49,"55,470","55,470","33,171","360,001",55721.2,"35,845","35,720","5,884,870","17,572,130",35834.12,"4,335","4,365","718,043","46,579,579",4355.03
2024-04-18,5.500,3.500,3.430,3.565,3.550,"1,386.30","109,300","109,335","747,851","35,257",109316.7,"59,340","59,395","384,761","2,207",59356.42,"109,000","108,895","40,836",4,108963.05,"110,345","110,610","511,018","16,436",110456.7,"55,670","55,500","33,189",12,55561.52,"35,875","36,405","6,167,007","6,719,354",36485.69,"4,330","4,275","726,323","35,772,375",4279.49
2024-04-17,5.500,3.500,3.465,3.625,3.550,"1,395.30","109,290","109,305","747,646","7,523",109301.9,"59,215","59,270","383,951","19,880",59293.65,"109,195","109,195","40,948",5,109101.87,"109,850","109,770","507,137","21,079",109945.75,"55,980","55,980","33,476",16,55857.88,"36,250","35,780","6,175,628","7,809,241",35852.28,"4,290","4,350","747,330","26,183,781",4348.41
2024-04-16,5.500,3.500,3.470,3.627,3.560,"1,383.70","109,295","109,300","747,612","18,080",109292.6,"59,330","59,305","384,178","12,536",59280.66,"108,970","109,055","91,824",5,109136.71,"110,260","109,955","507,992","10,663",109924.11,"55,620","55,775","43,393",23,55878.28,"36,565","36,175","6,323,390","10,000,036",36243.89,"4,255","4,300","752,500","22,363,363",4306.95
2024-04-15,5.500,3.500,3.437,3.557,3.560,"1,371.60","109,280","109,295","717,522","9,082",109287.69,"59,335","59,330","384,340","8,904",59332.84,"108,935","109,010","91,786",4,108976.34,"109,500","110,360","509,863","21,208",110473.29,"55,490","55,600","43,257",86,55531.82,"36,940","37,030","6,717,242","8,579,198",37105.63,"4,215","4,205","742,603","25,199,042",4203.3
2024-04-12,5.500,3.500,3.398,3.537,3.560,"1,363.70","109,245","109,285","717,456","22,004",109283.38,"59,300","59,375","384,631","1,028",59395.42,"108,910","108,805","91,614","467,025",108846.07,"110,265","110,610","514,337","9,921",110635.44,"55,645","55,395","43,097","180,080",55443.08,"37,565","37,195","6,743,454","7,688,584",37304.94,"4,140","4,185","745,767","23,772,758",4178.4
2024-04-11,5.500,3.500,3.460,3.587,3.570,"1,354.40","109,250","109,260","717,292","30,846",109242.53,"59,245","59,260","383,886","1,756",59274.4,"109,100","109,030","91,803",7,109031.13,"109,940","110,065","511,802","9,382",110174.96,"55,765","55,670","23,270",86,55684.69,"36,980","37,560","6,890,382","8,686,248",37648.47,"4,200","4,140","726,984","34,493,529",4139.13
2024-04-09,5.500,3.500,3.387,3.505,3.570,"1,353.60","109,230","109,250","717,226","59,050",109246.79,"59,405","59,365","384,566","5,132",59401.36,"108,635","108,680","91,509",34,108721,"110,810","110,840","515,406","10,309",110823.17,"55,225","55,220","23,082","360,025",55272.56,"38,000","37,575","7,009,616","5,176,282",37611.54,"4,090","4,135","717,009","17,566,819",4138.97
2024-04-08,5.500,3.500,3.377,3.487,3.560,"1,351.80","109,230","109,240","716,068","12,230",109229.87,"59,400","59,380","384,664","3,540",59412.54,"108,645","108,700","91,525",4,108664.78,"110,850","110,810","569,563","10,419",110938.45,"55,255","55,255","23,097",21,55212.25,"37,730","37,810","7,057,237","5,115,111",37832.68,"4,120","4,110","724,182","18,799,378",4112.21
2024-04-05,5.500,3.500,3.330,3.435,3.580,"1,346.80","109,225","109,230","714,910","31,356",109226.29,"59,480","59,480","385,549","23,693",59491.01,"108,400","108,400","91,273",4,108472.81,"111,360","111,390","572,545","32,365",111339.92,"54,915","54,885","22,942",7,54958.58,"37,675","37,650","7,236,330","6,309,280",37740.94,"4,120","4,125","718,575","24,133,070",4127.97
2024-04-04,5.500,3.500,3.335,3.459,3.620,"1,349.10","109,210","109,210","713,687","17,728",109195.34,"59,505","59,450","385,117","6,391",59462.73,"108,455","108,490","91,349",4,108471.17,"111,320","111,075","572,036","10,630",111119.62,"54,965","55,055","23,013",7,55040.12,"37,925","38,040","7,356,936","5,544,692",38148.17,"4,090","4,080","694,416","23,381,882",4078.52
2024-04-03,5.500,3.500,3.327,3.450,3.620,"1,353.00","109,180","109,195","713,589","19,904",109186.09,"59,460","59,470","384,057","6,057",59472.33,"108,435","108,435","91,302",4,108449.8,"111,160","111,060","575,291","20,310",111159.67,"54,980","54,990","22,986",9,55000.46,"37,850","37,505","7,444,743","7,079,000",37552.03,"4,105","4,135","697,575","29,325,094",4136
2024-04-02,5.500,3.500,3.325,3.425,3.630,"1,347.10","109,170","109,185","712,432","17,745",109176.93,"59,455","59,470","384,176","20,895",59474.41,"108,470","108,460","91,323",4,108429.81,"111,200","111,230","576,171","42,917",111333.39,"54,945","54,920","22,957",17,54899.45,"37,950","38,080","7,374,192","6,365,867",38213.34,"4,095","4,075","686,230","24,596,138",4076.56
2024-04-01,5.500,3.500,3.292,3.376,3.630,"1,347.40","109,155","109,180","712,400","6,109",109169.88,"59,460","59,565","384,790","26,834",59532.36,"108,305","108,225","91,125",4,108299.64,"111,420","111,740","598,926","20,891",111726.97,"54,755","54,610","22,827",40,54650.34,"38,305","37,975","7,448,796","3,538,372",38005.86,"4,050","4,085","676,885","19,081,747",4093.12
2024-03-29,5.500,3.500,3.319,3.402,3.640,"1,346.80","109,160","109,150","711,876","15,645",109154.53,"59,490","59,485","384,273","2,923",59479.99,"108,360","108,360","91,239",4,108353.31,"111,470","111,420","629,523","17,959",111499.11,"54,815","54,825","22,917",7,54763.51,"37,990","37,950","7,392,660","5,014,519",38044.67,"4,085","4,090","662,989","14,797,694",4093.28
2024-03-28,5.500,3.500,3.300,3.380,3.640,"1,345.80","109,150","109,150","711,112","7,920",109127.78,"59,500","59,500","384,132","3,223",59500.06,"108,220","108,190","91,096",4,108258.66,"111,550","111,635","656,414","15,806",111650.44,"54,650","54,580","22,814",7,54660.07,"37,830","37,825","7,305,899","4,745,970",37895.87,"4,105","4,100","650,670","17,813,039",4106.31
2024-03-27,5.500,3.500,3.286,3.375,3.630,"1,338.60","109,125","109,135","733,933","26,700",109119.15,"59,470","59,505","384,164","4,226",59510.28,"108,290","108,245","91,142",4,108208.63,"111,400","111,670","677,837","11,062",111693.04,"54,735","54,655","22,846",8,54598.1,"37,630","37,845","7,502,771","5,449,895",37854.2,"4,130","4,095","660,524","20,578,209",4099.33
2024-03-26,5.500,3.500,3.302,3.412,3.640,"1,340.70","109,110","109,120","733,832","7,722",109114.45,"59,460","59,495","384,100","3,947",59470.2,"108,175","108,205","91,109",4,108270.57,"111,575","111,500","675,690","36,997",111378.88,"54,585","54,675","22,854",7,54746.13,"37,770","37,825","7,566,891","6,553,288",37904.89,"4,105","4,100","665,020","27,043,045",4102.41
2024-03-25,5.500,3.500,3.291,3.380,3.650,"1,336.10","109,110","109,120","744,198","25,110",109109.31,"59,535","59,460","386,014","2,716",59486.91,"108,140","108,210","91,113",4,108211.39,"111,915","111,690","684,660","16,743",111629.65,"54,455","54,625","22,833",11,54626.58,"37,755","37,455","7,092,104","4,720,635",37501.89,"4,105","4,135","639,271","16,941,760",4139.89
2024-03-22,5.500,3.500,3.287,3.364,3.650,"1,326.30","109,095","109,110","744,130","7,821",109099.9,"59,435","59,500","389,249","3,881",59487.55,"108,205","108,110","91,029",4,108193.88,"111,255","111,840","684,461","25,440",111740.18,"54,700","54,490","22,777",7,54565.67,"37,710","37,605","6,917,440","6,003,798",37685.45,"4,115","4,120","615,116","21,723,275",4130.67
2024-03-21,5.500,3.500,3.305,3.408,3.650,"1,338.70","109,075","109,080","743,380","10,863",109073.69,"59,420","59,440","388,856","131,059",59438.12,"108,260","108,250","91,147",9,108231.97,"111,405","111,300","681,156","21,581",111343.83,"54,785","54,805","22,908",7,54752.41,"37,315","37,715","7,146,993","9,692,134",37778.74,"4,155","4,105","625,192","28,438,492",4107.56
2024-03-20,5.500,3.500,3.365,3.440,3.640,"1,338.50","109,030","109,045","742,596","29,233",109052.16,"59,350","59,320","388,071","3,342",59334.9,"108,380","108,410","91,281",6,108398.5,"110,990","110,995","671,520","24,037",111050.05,"54,520","54,945","22,967",44,54905.01,"36,360","36,720","6,962,112","4,822,500",36743.99,"4,265","4,225","641,778","22,404,358",4227.65
2024-03-19,5.500,3.500,3.390,3.475,3.640,"1,333.00","109,040","109,040","774,511","11,029",109036.79,"59,350","59,305","387,973","2,780",59282.96,"108,450","108,460","91,323",4,108491.21,"110,820","110,765","670,128","17,146",110756.76,"55,000","55,065","23,017",12,55073.65,"36,235","36,085","6,917,495","7,383,566",36147.62,"4,285","4,305","668,997","21,059,920",4300.6
2024-03-18,5.500,3.500,3.350,3.432,3.640,"1,328.40","109,025","109,035","687,248","7,292",109031.71,"59,390","59,355","389,369","50,574",59347.02,"108,290","108,310","91,197",4,108360.1,"111,210","111,220","676,218","20,821",111097.15,"54,840","54,815","22,913",7,54856.18,"36,405","36,520","6,955,234","5,967,833",36504.34,"4,265","4,255","650,590","14,094,263",4253.5
2024-03-15,5.500,3.500,3.305,3.410,3.640,"1,316.90","108,995","109,030","599,992","13,628",109024.14,"59,395","59,390","391,618","37,624",59407.91,"108,275","108,245","51,092",4,108245.22,"111,015","111,210","677,269","19,889",111281.06,"54,885","54,790","12,930",202,54783.01,"36,685","36,290","6,940,463","6,009,649",36310.49,"4,225","4,275","649,373","14,949,821",4274.93
2024-03-14,5.500,3.500,3.267,3.355,3.640,"1,312.80","108,990","109,005","602,253","5,866",109001.19,"59,475","59,430","392,832","26,189",59466.86,"108,020","108,040","50,995","370,004",108062.72,"111,675","111,545","678,194","15,001",111685.74,"54,500","54,470","12,855","182,007",54502.3,"36,695","36,985","7,101,120","9,555,540",37029.43,"4,230","4,190","636,461","17,936,033",4190.95
2024-03-13,5.500,3.500,3.245,3.327,3.650,"1,311.10","108,975","108,985","599,962","11,740",108988.28,"59,450","59,500","395,556","16,858",59510.49,"108,040","107,980","50,967",4,107942.96,"111,660","111,820","679,866","21,248",111900.18,"54,470","54,415","12,842",7,54351.78,"36,625","36,655","7,182,547","8,736,002",36674.08,"4,235","4,230","639,576","17,948,350",4230.25
2024-03-12,5.500,3.500,3.270,3.333,3.660,"1,314.40","108,975","108,980","602,115","9,147",108974.38,"59,470","59,470","395,000","16,469",59475.47,"107,910","107,930","50,943",4,107973.69,"112,800","111,905","672,549","11,327",111845.61,"54,360","54,310","12,817",7,54347.36,"36,290","36,485","6,919,380","8,134,832",36488.55,"4,265","4,250","634,100","18,272,214",4251.82
2024-03-11,5.500,3.500,3.275,3.347,3.670,"1,323.10","108,955","108,960","602,004","49,099",108963.08,"59,480","59,485","393,434","9,094",59466.12,"107,980","107,960","50,957",4,107957.34,"111,800","111,715","671,407","13,479",111720.62,"54,430","54,410","12,841",7,54418.85,"36,270","36,175","6,907,616","6,073,156",36208.25,"4,280","4,285","630,752","17,058,306",4284.3
2024-03-08,5.500,3.500,3.265,3.321,3.680,"1,329.60","108,915","108,955","601,976","83,015",108952.26,"59,430","59,480","393,401","27,236",59489.15,"107,910","107,860","50,910",13,107899.66,"111,495","111,910","672,579","16,840",111906.25,"54,435","54,285","12,811",682,54302.49,"36,385","36,480","7,016,928","7,394,314",36543.13,"4,255","4,245","630,807","17,697,703",4247.68
2024-03-07,5.500,3.500,3.317,3.397,3.680,"1,335.70","108,900","108,925","601,811","11,396",108913.44,"59,400","59,400","392,753","7,306",59382.03,"107,995","108,050","51,000",4,108032.19,"111,515","111,245","660,795","11,873",111280.61,"54,450","54,660","12,900",7,54621.78,"36,070","35,955","6,942,911","4,849,264",36049.57,"4,300","4,315","636,463","20,952,695",4308.1
2024-03-06,5.500,3.500,3.320,3.377,3.680,"1,333.20","108,890","108,900","601,673","18,233",108899.9,"59,360","59,395","391,294","5,984",59381.13,"108,005","107,985","50,969",4,108010.14,"111,360","111,495","662,280","19,432",111428.36,"54,525","54,515","12,866",11,54516.39,"35,880","35,930","6,889,578","5,517,887",35990.28,"4,325","4,310","645,638","16,113,854",4313.67
2024-03-05,5.500,3.500,3.352,3.415,3.680,"1,330.10","108,890","108,880","601,562","9,350",108882.63,"59,295","59,350","389,811","24,023",59324.02,"108,130","108,110","51,028",4,108113.59,"110,910","111,225","659,564","19,906",111106.11,"54,735","54,690","12,907",7,54714.87,"36,235","36,060","6,961,383","5,784,831",36124.5,"4,275","4,300","647,150","19,876,124",4300.79
2024-03-04,5.500,3.500,3.357,3.435,3.680,"1,334.10","108,860","108,870","601,507","13,925",108871.94,"59,315","59,305","389,515","29,427",59308.01,"108,015","108,065","51,007",4,108115.06,"110,985","110,955","644,649","26,388",110928.66,"54,665","54,745","12,920",7,54783.64,"36,210","36,350","6,942,850","6,037,381",36477.29,"4,270","4,260","635,166","22,054,044",4256.31
2024-02-29,5.500,3.500,3.382,3.480,3.690,"1,334.00","108,850","108,860","601,452","61,352",108856.04,"59,315","59,255","389,187","3,741",59260,"108,095","108,180","51,061",4,108196.35,"110,840","110,565","641,277","19,455",110552.86,"54,840","54,980","12,975",34,54992.73,"35,800","35,835","6,783,566","6,145,314",35922.43,"4,325","4,325","644,858","15,154,138",4324.61
2024-02-28,5.500,3.500,3.365,3.452,3.700,"1,331.30","108,810","108,835","601,422","9,082",108818,"59,285","59,295","389,212","63,484",59267.9,"108,040","108,020","50,985",4,108088.4,"110,835","110,840","642,872","15,879",110741.43,"54,755","54,760","12,923",11,54846.54,"35,585","35,930","6,896,764","5,641,427",36043.68,"4,350","4,305","645,320","14,277,789",4306.29
2024-02-27,5.500,3.500,3.365,3.430,3.700,"1,331.40","108,410","108,815","604,576","7,012",108809.86,"59,290","59,285","389,147","5,806",59272.62,"108,050","108,080","51,014",5,108058.02,"110,950","110,835","641,735","7,037",110897.36,"54,735","54,785","12,929",7,54759.54,"35,815","35,495","6,680,159","5,199,598",35555.8,"4,320","4,360","650,512","19,491,583",4362.69
2024-02-26,5.500,3.500,3.339,3.401,3.700,"1,329.30","108,810","108,810","604,548","7,607",108801.74,"59,265","59,330","389,442","5,545",59307.06,"107,960","107,930","50,943",4,107979.73,"110,880","111,240","644,080","16,755",111121.75,"54,655","54,560","12,876",7,54604.61,"35,875","35,800","6,696,390","5,130,714",35817.12,"4,310","4,320","652,320","19,547,361",4330.3
2024-02-23,5.500,3.500,3.378,3.480,3.700,"1,331.00","108,790","108,790","604,437","12,657",108794.02,"59,260","59,230","388,786","2,600",59220.6,"108,025","108,105","51,026",4,108121.64,"110,900","110,560","622,453","10,761",110471.95,"54,780","54,895","12,955",7,54962.28,"36,300","36,090","6,913,040","6,739,000",36128.24,"4,260","4,290","650,793","20,193,465",4284.19
2024-02-22,5.500,3.500,3.345,3.430,3.700,"1,335.00","108,775","108,795","603,486","6,111",108769.49,"59,165","59,300","388,652","89,806",59270.18,"108,180","107,900","50,929",4,107975.32,"110,310","110,900","622,149","8,016",110870.83,"54,980","54,640","12,895",7,54691.26,"36,130","35,980","7,003,507","6,463,600",36036.22,"4,280","4,295","661,860","13,154,916",4297.42
2024-02-21,5.500,3.500,3.402,3.475,3.700,"1,337.90","108,735","108,745","601,034","3,982",108753.1,"59,175","59,185","387,425","3,159",59180.11,"108,165","108,155","50,833",4,108125.24,"110,380","110,485","619,821","29,708",110489.53,"54,985","54,925","12,962",23,54895.06,"35,855","35,795","6,779,573","6,976,327",35864.79,"4,310","4,320","641,952","20,073,262",4320.63
2024-02-20,5.500,3.500,3.407,3.492,3.690,"1,333.80","108,730","108,740","601,006","4,036",108741.24,"59,160","59,175","387,360","8,120",59151.84,"108,085","108,095","50,805",4,108167.87,"110,340","110,365","618,044","13,961",110332.85,"54,930","54,930","12,963",7,54987.06,"36,200","35,875","6,879,031","6,441,149",35952.09,"4,270","4,310","631,415","23,394,476",4311.81
2024-02-19,5.500,3.500,3.396,3.467,3.690,"1,333.00","108,620","108,735","599,891","19,452",108736.06,"59,155","59,185","387,425","2,642",59172.55,"108,175","108,100","50,807",4,108092.29,"110,370","110,560","542,850","10,620",110514.17,"54,980","54,880","12,952",9,54877.55,"35,845","36,300","6,991,380","6,673,013",36352.41,"4,320","4,255","619,528","23,146,882",4258.97
2024-02-16,5.500,3.500,3.406,3.480,3.680,"1,333.20","108,730","108,740","598,831","8,323",108727.6,"59,130","59,125","387,032","12,367",59153.72,"108,110","108,080","101,379",10,108136.22,"110,235","110,445","499,211","9,139",110394.27,"54,890","54,890","12,954",7,54945.23,"35,670","35,740","7,119,408","7,035,777",35815.99,"4,335","4,320","626,832","12,874,365",4323.45
2024-02-15,5.500,3.500,3.407,3.480,3.680,"1,336.90","108,715","108,730","598,776","10,492",108701.17,"59,155","59,165","387,294","26,598",59134.41,"108,065","108,125","101,421",8,108125.95,"110,580","110,530","502,912","4,492",110404.56,"54,850","54,900","12,956",7,54922.86,"35,805","35,385","6,992,076","6,137,814",35383.24,"4,320","4,370","627,969","13,554,909",4367.96
2024-02-14,5.500,3.500,3.414,3.495,3.680,"1,328.40","108,705","108,710","598,666","37,681",108689.46,"59,070","59,085","386,770","4,488",59116.87,"108,235","108,145","101,440","468,004",108138.45,"110,560","110,110","501,001","13,888",110273.57,"55,175","54,980","12,975",7,54971.42,"35,370","35,435","6,785,803","7,163,970",35531.22,"4,370","4,360","625,660","19,752,782",4363.18
2024-02-13,5.500,3.500,3.347,3.445,3.670,"1,327.20","108,685","108,715","598,694","4,599",108690.45,"59,220","59,195","380,387","4,406",59222.07,"107,885","107,955","101,262",18,107913.81,"111,095","110,620","503,321","19,550",110692.87,"54,750","54,790","12,930",97,54721.19,"35,915","35,925","6,730,549","6,108,254",35999.47,"4,300","4,305","614,754","15,223,779",4305.82
2024-02-08,5.500,3.500,3.304,3.405,3.670,"1,325.30","108,650","108,695","598,583","4,482",108686.65,"59,300","59,290","373,883","7,492",59286,"107,660","107,670","100,994",80,107763.9,"111,065","111,095","528,812","4,902",111015.03,"54,475","54,460","12,853",8,54563.26,"35,595","35,490","6,576,297","6,259,742",35591.61,"4,340","4,350","625,530","19,096,705",4352.99
2024-02-07,5.500,3.500,3.290,3.382,3.670,"1,329.60","108,635","108,675","598,473","10,816",108641.82,"59,305","59,295","366,799","6,698",59288.98,"107,650","107,670","100,994",4,107666.68,"111,250","111,220","528,295","5,272",111168.28,"54,425","54,450","12,850",7,54440.63,"35,130","35,450","6,595,473","7,548,365",35482.51,"4,395","4,360","645,716","19,890,420",4360.65
2024-02-06,5.500,3.500,3.291,3.384,3.670,"1,334.60","108,645","108,635","598,253","6,537",108635.8,"59,225","59,310","359,774","4,316",59272.77,"107,740","107,590","100,919",4,107644.64,"111,000","111,210","528,248","22,538",111149.59,"54,550","54,355","12,828",61,54430.49,"34,945","34,955","6,468,423","9,454,374",35034.82,"4,420","4,420","637,806","20,578,445",4419.1
2024-02-05,5.500,3.500,3.307,3.382,3.670,"1,325.10","108,635","108,650","598,336","8,890",108623.73,"59,240","59,245","352,271","5,360",59249.22,"107,730","107,710","101,032",10,107707.98,"111,985","111,105","527,749","16,072",111149.74,"54,335","54,405","12,840",14,54425.65,"35,425","35,090","6,584,639","11,378,063",35175.02,"4,360","4,400","628,760","27,812,497",4403.98
2024-02-02,5.500,3.500,3.244,3.290,3.680,"1,332.50","108,635","108,630","590,187","8,787",108629.22,"59,335","59,360","346,544","4,595",59362.89,"107,395","107,385","100,727",4,107446.45,"111,475","111,985","531,929","10,690",111936.88,"53,935","53,875","12,715",12,53945.34,"34,690","35,520","6,695,520","11,476,191",35602.67,"4,460","4,345","617,425","20,115,809",4344.88
2024-02-01,5.500,3.500,3.270,3.345,3.680,"1,333.50","108,590","108,635","590,214","18,026",108598.4,"59,375","59,310","339,135","7,360",59297.06,"107,410","107,535","100,868",4,107525.94,"111,965","111,475","529,506","21,420",111429.01,"54,030","54,185","12,788",16,54210.12,"33,790","34,410","6,324,558","7,021,653",34496.14,"4,580","4,490","642,070","19,336,661",4500.62
2024-01-31,5.500,3.500,3.259,3.345,3.680,"1,330.60","108,580","108,605","633,493","101,919",108591.16,"59,275","59,310","332,017","2,476",59299.04,"107,530","107,440","100,779",4,107496.98,"111,330","111,430","529,293","13,891",111386.71,"54,280","54,160","12,782",16,54224.42,"33,740","33,830","6,217,954","8,485,416",33887.51,"4,585","4,570","649,397","12,892,629",4570.12
2024-01-30,5.500,3.500,3.270,3.361,3.680,"1,336.90","108,580","108,070","630,372","8,266",108581.54,"59,250","59,300","324,845","3,583",59272.55,"107,545","107,535","100,868",8,107529.02,"110,960","111,425","529,269","6,776",111225.3,"54,440","54,260","12,805",57,54297.95,"34,230","33,995","6,248,281","7,939,707",34011.97,"4,515","4,540","648,312","12,368,453",4546.27
