DATE,FFR,BOK,TB3Y,TB10Y,CD,USD,A_SP,A_CP,A_AUM,A_VOL,A_NAV,B_SP,B_CP,B_AUM,B_VOL,B_NAV,C_SP,C_CP,C_AUM,C_VOL,C_NAV,D_SP,D_CP,D_AUM,D_VOL,D_NAV,E_SP,E_CP,E_AUM,E_VOL,E_NAV,F_SP,F_CP,F_AUM,F_VOL,F_NAV,G_SP,G_CP,G_AUM,G_VOL,G_NAV
2021-04-09,0.250,0.500,1.167,2.025,0.750,"1,118.50","102,795","102,795","1,993,401","464,744",102793.86,"58,060","57,985","90,457","16,421",57992.27,"99,665","99,730","601,571",6,99719.23,"120,730","120,565","173,614","2,234",120601.16,"47,685","47,780","4,014",19,47764.13,"43,290","43,050","4,858,193","7,187,076",43168.82,"3,825","3,845","1,197,333","32,393,423",3849.37
2021-04-08,0.250,0.500,1.160,2.022,0.750,"1,116.40","102,785","102,790","1,993,612","97,830",102790.39,"57,975","58,025","90,519","10,113",58002.64,"99,755","99,655","601,119",6,99662.35,"120,275","120,700","173,808","1,642",120628.96,"47,900","47,695","4,006",6,47717.53,"43,230","43,255","5,004,604","5,325,846",43426.77,"3,830","3,825","1,191,105","33,305,164",3838.01
2021-04-07,0.250,0.500,1.177,2.060,0.750,"1,122.90","102,785","102,790","1,992,687","88,028",102787.29,"57,960","57,975","90,441","5,125",57970.58,"99,745","99,765","651,964",16,99724.78,"120,330","120,230","173,131","1,969",120239.94,"47,865","47,900","4,024",44,47839.21,"43,270","43,295","5,097,986","5,107,254",43411.63,"3,825","3,820","1,203,300","32,890,771",3829.12
2021-04-06,0.250,0.500,1.185,2.077,0.750,"1,127.80","102,780","102,780","1,993,213","65,690",102784.96,"57,925","57,950","90,402","1,933",57946.42,"99,780","99,780","652,062",151,99778.4,"119,985","120,145","173,009","4,490",120075.06,"47,945","47,905","4,024",12,47930.33,"43,380","43,190","4,994,924","4,911,544",43330.92,"3,810","3,830","1,189,981","28,634,912",3833.34
2021-04-05,0.250,0.500,1.202,2.100,0.750,"1,127.50","102,775","102,780","1,993,418","62,778",102779.56,"57,975","57,925","90,363","6,082",57905.41,"99,755","99,825","652,356","503,006",99859.12,"120,265","119,985","172,778","4,030",119823.48,"47,890","47,970","4,029",30,48025.27,"43,200","43,130","4,940,542","5,186,919",43227.9,"3,830","3,835","1,181,947","27,036,294",3842.26
2021-04-02,0.250,0.500,1.147,2.052,0.750,"1,129.30","102,775","102,775","1,992,910","21,314",102775.93,"57,995","57,980","90,449","23,902",58006.9,"99,600","99,665","651,311",51,99678.58,"120,860","120,320","173,261","2,107",120330.52,"47,660","47,830","4,018",40,47845.97,"42,920","43,045","4,932,957","5,352,010",43117.34,"3,860","3,845","1,181,184","48,167,834",3846.54
2021-04-01,0.250,0.500,1.135,2.020,0.750,"1,132.60","102,780","102,770","1,993,121","13,517",102770.38,"58,030","57,995","90,472","13,302",58014.56,"99,680","99,690","601,529",8,99632.15,"120,155","120,535","173,570","2,701",120586.7,"47,895","47,765","4,012",81,47723.59,"42,485","42,570","4,814,667","5,221,705",42683.41,"3,900","3,890","1,153,385","46,697,184",3887.56
2021-03-31,0.250,0.500,1.127,2.057,0.750,"1,133.50","102,770","102,770","1,993,738","47,104",102766.84,"57,975","57,985","90,457","7,959",57985.86,"99,690","99,695","601,560",11,99667.3,"120,225","120,200","179,098","3,834",120201.73,"47,775","47,885","4,022",14,47856.69,"42,410","42,185","4,709,955","7,237,093",42242.86,"3,905","3,925","1,163,763","47,192,545",3930.37
2021-03-30,0.250,0.500,1.151,2.077,0.750,"1,131.70","102,765","102,770","1,992,094","19,505",102762.34,"58,045","57,955","90,410","24,249",57945.46,"99,650","99,725","601,741",6,99756.91,"121,025","120,175","179,061","6,431",119986.71,"47,700","47,880","4,022",158,47931.96,"41,940","42,300","4,741,830","5,099,664",42405.43,"3,950","3,910","1,147,585","50,779,113",3921.8
2021-03-29,0.250,0.500,1.115,1.967,0.750,"1,131.80","102,770","102,765","1,990,866","42,781",102765.11,"58,045","58,045","90,550","13,923",58041.37,"99,635","99,590","600,926",6,99567.15,"120,415","120,990","180,275","3,232",121070.02,"47,710","47,540","3,993",6,47512.64,"42,050","41,830","4,743,522","6,417,371",41885.36,"3,940","3,965","1,146,678","30,417,896",3958.35
2021-03-26,0.250,0.500,1.125,2.010,0.750,"1,134.20","102,765","102,765","1,991,072","29,621",102763.99,"58,070","58,045","90,550","7,872",58017.16,"99,585","99,585","600,896",18,99611.09,"121,020","120,725","181,088","3,071",120631.93,"47,565","47,650","4,003",6,47668.5,"41,685","41,905","4,768,789","6,635,123",41969.71,"3,980","3,950","1,141,945","28,022,148",3956.75
2021-03-25,0.250,0.500,1.095,1.965,0.750,"1,133.50","102,760","102,765","1,991,791","48,590",102761.29,"57,985","58,075","94,082","3,858",58062.51,"99,645","99,555","600,715",17,99535.8,"120,940","121,195","187,852","6,444",121103.69,"47,630","47,545","3,994",7,47477.29,"41,230","41,520","4,724,976","9,780,916",41532.1,"4,020","3,990","1,172,661","54,571,242",3994.67
2021-03-24,0.250,0.500,1.120,1.980,0.750,"1,128.00","102,755","102,760","1,991,694","9,587",102759.07,"57,990","58,030","94,009","7,003",58030.76,"99,610","99,550","600,685",36,99588.52,"120,830","120,895","197,059","22,744",120988.14,"47,615","47,535","3,993",38,47583.52,"41,265","41,340","4,690,023","5,672,036",41394.64,"4,020","4,010","1,166,509","40,070,103",4005.7
